
@relation xalan-2.6

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute numDefects numeric

@data
5.000000,5.000000,0.000000,7.000000,8.000000,6.000000,0.000000,7.000000,5.000000,0.916667,41.000000,1.000000,0.000000,0.971831,0.325000,1.000000,2.000000,6.600000,1.000000,0.800000,0
16.000000,2.000000,0.000000,30.000000,47.000000,74.000000,8.000000,23.000000,14.000000,0.600000,225.000000,1.000000,0.000000,0.702128,0.236111,2.000000,3.000000,12.937500,2.000000,1.062500,0
2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,1.000000,1.000000,0
8.000000,3.000000,0.000000,14.000000,38.000000,0.000000,0.000000,14.000000,7.000000,0.809524,255.000000,0.444444,2.000000,0.922078,0.265306,2.000000,8.000000,29.750000,3.000000,1.375000,0
7.000000,3.000000,0.000000,13.000000,30.000000,0.000000,0.000000,13.000000,7.000000,0.000000,106.000000,1.000000,1.000000,0.922078,0.285714,2.000000,8.000000,14.000000,1.000000,0.857100,0
9.000000,2.000000,7.000000,21.000000,15.000000,36.000000,15.000000,8.000000,8.000000,2.000000,51.000000,0.000000,0.000000,0.789474,0.285714,1.000000,7.000000,4.666667,2.000000,1.111100,1
12.000000,1.000000,0.000000,3.000000,44.000000,64.000000,1.000000,2.000000,0.000000,0.981818,586.000000,1.000000,0.000000,0.000000,0.318182,0.000000,0.000000,47.416667,8.000000,1.833300,0
4.000000,1.000000,0.000000,68.000000,4.000000,6.000000,68.000000,0.000000,4.000000,2.000000,4.000000,0.000000,0.000000,0.000000,0.583333,0.000000,0.000000,0.000000,1.000000,1.000000,0
5.000000,3.000000,0.000000,23.000000,36.000000,2.000000,2.000000,22.000000,4.000000,1.000000,537.000000,1.000000,1.000000,0.937500,0.400000,3.000000,7.000000,105.800000,17.000000,4.800000,1
6.000000,3.000000,0.000000,13.000000,51.000000,3.000000,0.000000,13.000000,6.000000,2.000000,851.000000,0.000000,0.000000,0.615385,0.388889,2.000000,5.000000,140.833333,5.000000,1.666700,3
8.000000,2.000000,0.000000,3.000000,21.000000,0.000000,1.000000,3.000000,8.000000,0.000000,85.000000,1.000000,1.000000,0.650000,0.343750,1.000000,5.000000,9.500000,2.000000,1.000000,0
5.000000,1.000000,2.000000,21.000000,6.000000,10.000000,19.000000,2.000000,5.000000,2.000000,8.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.600000,1.000000,0.800000,0
3.000000,5.000000,0.000000,9.000000,11.000000,3.000000,0.000000,9.000000,3.000000,2.000000,37.000000,0.000000,0.000000,0.990000,0.533333,3.000000,5.000000,11.333333,1.000000,0.333300,0
5.000000,3.000000,0.000000,5.000000,17.000000,10.000000,1.000000,4.000000,5.000000,2.000000,74.000000,0.000000,0.000000,0.980000,0.466667,2.000000,6.000000,13.800000,16.000000,3.800000,2
20.000000,3.000000,0.000000,55.000000,105.000000,130.000000,2.000000,55.000000,15.000000,0.847953,1393.000000,1.000000,4.000000,0.746667,0.236364,1.000000,4.000000,68.200000,11.000000,2.500000,2
5.000000,3.000000,2.000000,18.000000,16.000000,8.000000,18.000000,0.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,6
12.000000,4.000000,1.000000,16.000000,47.000000,18.000000,2.000000,14.000000,9.000000,0.545455,331.000000,1.000000,2.000000,0.948357,0.229167,2.000000,6.000000,26.416667,4.000000,1.166700,2
6.000000,5.000000,0.000000,11.000000,25.000000,3.000000,1.000000,11.000000,4.000000,0.750000,261.000000,1.000000,2.000000,0.961538,0.400000,1.000000,6.000000,41.833333,10.000000,2.833300,2
4.000000,2.000000,0.000000,17.000000,7.000000,0.000000,1.000000,16.000000,4.000000,0.166667,93.000000,1.000000,0.000000,0.800000,0.400000,0.000000,0.000000,21.750000,12.000000,4.000000,0
20.000000,2.000000,0.000000,49.000000,52.000000,188.000000,17.000000,36.000000,19.000000,2.000000,298.000000,0.000000,0.000000,0.634615,0.245000,1.000000,2.000000,13.900000,4.000000,1.450000,0
4.000000,4.000000,0.000000,5.000000,6.000000,4.000000,1.000000,4.000000,4.000000,0.666667,26.000000,1.000000,0.000000,0.964286,0.450000,0.000000,0.000000,5.250000,1.000000,0.750000,0
0.000000,1.000000,0.000000,6.000000,0.000000,0.000000,5.000000,1.000000,0.000000,2.000000,218.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
1.000000,3.000000,0.000000,12.000000,2.000000,0.000000,12.000000,0.000000,1.000000,2.000000,5.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0
13.000000,1.000000,0.000000,12.000000,32.000000,34.000000,3.000000,9.000000,13.000000,0.826389,289.000000,0.750000,0.000000,0.000000,0.201923,0.000000,0.000000,20.307692,2.000000,1.076900,0
5.000000,2.000000,10.000000,24.000000,17.000000,10.000000,14.000000,10.000000,4.000000,2.000000,56.000000,0.000000,0.000000,0.931034,0.440000,1.000000,4.000000,10.200000,1.000000,0.800000,0
7.000000,1.000000,0.000000,5.000000,34.000000,15.000000,1.000000,5.000000,4.000000,0.833333,189.000000,0.500000,0.000000,0.000000,0.233333,0.000000,0.000000,25.714286,2.000000,0.857100,0
6.000000,3.000000,0.000000,39.000000,72.000000,0.000000,3.000000,37.000000,5.000000,0.520000,550.000000,1.000000,2.000000,0.918033,0.305556,2.000000,10.000000,89.833333,30.000000,7.500000,1
10.000000,5.000000,0.000000,21.000000,52.000000,39.000000,4.000000,18.000000,6.000000,1.022222,304.000000,0.000000,1.000000,0.963710,0.333333,3.000000,7.000000,28.900000,5.000000,1.700000,3
12.000000,1.000000,0.000000,3.000000,44.000000,64.000000,1.000000,2.000000,0.000000,0.981818,586.000000,1.000000,0.000000,0.000000,0.318182,0.000000,0.000000,47.416667,8.000000,1.833300,0
3.000000,4.000000,0.000000,1.000000,4.000000,1.000000,0.000000,1.000000,2.000000,0.500000,499.000000,0.000000,0.000000,0.976190,1.000000,0.000000,0.000000,165.000000,1.000000,0.333300,1
4.000000,5.000000,1.000000,18.000000,73.000000,6.000000,2.000000,17.000000,3.000000,2.000000,462.000000,0.000000,0.000000,0.986111,0.500000,4.000000,6.000000,114.500000,3.000000,1.250000,3
11.000000,1.000000,1.000000,2.000000,20.000000,53.000000,2.000000,1.000000,0.000000,0.900000,90.000000,1.000000,0.000000,0.000000,0.400000,0.000000,0.000000,7.090909,2.000000,0.909100,0
14.000000,6.000000,0.000000,11.000000,32.000000,0.000000,1.000000,11.000000,11.000000,0.730769,163.000000,1.000000,2.000000,0.914286,0.234694,4.000000,8.000000,10.357143,3.000000,1.214300,1
1.000000,4.000000,0.000000,3.000000,2.000000,0.000000,2.000000,1.000000,1.000000,2.000000,4.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0
5.000000,2.000000,1.000000,2.000000,13.000000,4.000000,1.000000,1.000000,4.000000,0.875000,115.000000,1.000000,0.000000,0.666667,0.500000,0.000000,0.000000,21.600000,7.000000,2.600000,1
87.000000,2.000000,29.000000,95.000000,125.000000,3307.000000,84.000000,17.000000,77.000000,0.925249,1274.000000,0.785714,3.000000,0.558974,0.091278,1.000000,12.000000,13.482759,7.000000,1.448300,1
31.000000,1.000000,6.000000,104.000000,56.000000,435.000000,96.000000,9.000000,30.000000,0.800000,275.000000,1.000000,1.000000,0.000000,0.190616,0.000000,0.000000,7.838710,3.000000,1.290300,1
12.000000,2.000000,0.000000,11.000000,20.000000,24.000000,10.000000,1.000000,12.000000,2.000000,153.000000,0.000000,0.000000,0.640000,0.527778,1.000000,14.000000,11.750000,2.000000,1.000000,0
1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1
4.000000,4.000000,0.000000,12.000000,13.000000,6.000000,0.000000,12.000000,4.000000,2.000000,59.000000,0.000000,0.000000,0.969697,0.437500,2.000000,4.000000,13.750000,3.000000,1.250000,0
29.000000,5.000000,0.000000,2.000000,83.000000,298.000000,1.000000,2.000000,21.000000,0.879252,801.000000,0.904762,1.000000,0.942149,0.344828,3.000000,5.000000,25.896552,10.000000,1.517200,1
6.000000,1.000000,0.000000,4.000000,17.000000,0.000000,3.000000,1.000000,6.000000,0.700000,183.000000,0.000000,0.000000,0.000000,0.722222,0.000000,0.000000,28.500000,7.000000,1.833300,1
7.000000,1.000000,0.000000,10.000000,109.000000,21.000000,0.000000,10.000000,2.000000,2.000000,2028.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,288.714286,138.000000,20.428600,2
11.000000,1.000000,1.000000,2.000000,20.000000,53.000000,2.000000,1.000000,0.000000,0.900000,90.000000,1.000000,0.000000,0.000000,0.400000,0.000000,0.000000,7.090909,2.000000,0.909100,0
1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
2.000000,5.000000,0.000000,5.000000,6.000000,1.000000,0.000000,5.000000,2.000000,2.000000,14.000000,0.000000,0.000000,0.982143,0.750000,2.000000,7.000000,6.000000,1.000000,0.500000,0
1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1
11.000000,1.000000,0.000000,9.000000,29.000000,7.000000,2.000000,7.000000,8.000000,0.806667,324.000000,0.733333,3.000000,0.000000,0.350000,0.000000,0.000000,27.090909,5.000000,1.272700,0
8.000000,3.000000,0.000000,20.000000,35.000000,0.000000,2.000000,19.000000,6.000000,0.428571,208.000000,1.000000,1.000000,0.888889,0.267857,1.000000,4.000000,24.750000,9.000000,2.750000,0
2.000000,1.000000,0.000000,2.000000,3.000000,1.000000,2.000000,0.000000,0.000000,1.000000,38.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,16.000000,2.000000,1.000000,0
14.000000,4.000000,0.000000,9.000000,40.000000,0.000000,1.000000,8.000000,13.000000,0.076923,174.000000,1.000000,1.000000,0.941704,0.295918,2.000000,3.000000,11.357143,1.000000,0.928600,0
20.000000,1.000000,1.000000,5.000000,22.000000,0.000000,5.000000,0.000000,20.000000,0.342105,497.000000,1.000000,0.000000,0.000000,0.600000,0.000000,0.000000,23.650000,4.000000,1.750000,1
6.000000,3.000000,0.000000,20.000000,36.000000,0.000000,1.000000,20.000000,5.000000,0.500000,289.000000,1.000000,3.000000,0.934211,0.285714,2.000000,8.000000,46.500000,7.000000,2.500000,1
15.000000,1.000000,0.000000,7.000000,25.000000,49.000000,2.000000,5.000000,12.000000,0.833333,139.000000,0.833333,3.000000,0.000000,0.208333,0.000000,0.000000,7.866667,6.000000,1.266700,0
3.000000,3.000000,0.000000,4.000000,14.000000,1.000000,0.000000,4.000000,2.000000,0.500000,37.000000,1.000000,1.000000,0.965517,0.555556,1.000000,4.000000,11.000000,1.000000,0.666700,0
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,1248.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,414.666667,1.000000,0.333300,1
37.000000,1.000000,0.000000,47.000000,37.000000,666.000000,47.000000,0.000000,37.000000,2.000000,37.000000,0.000000,0.000000,0.000000,0.191892,1.000000,1.000000,0.000000,1.000000,1.000000,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.247951,4275.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,805.200000,2.000000,0.800000,1
1.000000,1.000000,0.000000,3.000000,1.000000,0.000000,3.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
8.000000,1.000000,0.000000,1.000000,8.000000,28.000000,0.000000,1.000000,8.000000,2.000000,8.000000,0.000000,0.000000,0.000000,0.281250,0.000000,0.000000,0.000000,1.000000,1.000000,0
4.000000,3.000000,0.000000,12.000000,12.000000,6.000000,3.000000,10.000000,3.000000,2.000000,43.000000,0.000000,0.000000,0.949153,0.400000,1.000000,4.000000,9.750000,1.000000,0.750000,0
16.000000,2.000000,1.000000,26.000000,51.000000,50.000000,8.000000,19.000000,16.000000,0.746667,356.000000,0.800000,1.000000,0.666667,0.187500,2.000000,10.000000,20.937500,9.000000,2.250000,1
1.000000,1.000000,0.000000,3.000000,1.000000,0.000000,1.000000,2.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
2.000000,4.000000,0.000000,6.000000,8.000000,1.000000,0.000000,6.000000,2.000000,2.000000,23.000000,0.000000,0.000000,0.979592,0.750000,1.000000,6.000000,10.500000,1.000000,0.500000,0
8.000000,2.000000,0.000000,2.000000,19.000000,0.000000,1.000000,1.000000,8.000000,0.657143,183.000000,1.000000,0.000000,0.932692,0.350000,0.000000,0.000000,21.250000,5.000000,1.625000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.247951,4275.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,805.200000,2.000000,0.800000,1
5.000000,1.000000,0.000000,1.000000,6.000000,0.000000,1.000000,0.000000,5.000000,0.250000,32.000000,1.000000,0.000000,0.000000,0.533333,1.000000,1.000000,5.200000,2.000000,0.800000,1
45.000000,1.000000,0.000000,3.000000,86.000000,990.000000,0.000000,3.000000,37.000000,1.022727,1528.000000,0.000000,0.000000,0.000000,0.172222,0.000000,0.000000,32.755556,10.000000,1.600000,2
35.000000,1.000000,10.000000,113.000000,56.000000,587.000000,104.000000,20.000000,34.000000,0.991349,339.000000,0.000000,17.000000,0.000000,0.202614,0.000000,0.000000,8.200000,3.000000,1.114300,0
11.000000,3.000000,0.000000,9.000000,21.000000,29.000000,6.000000,4.000000,11.000000,0.825000,135.000000,1.000000,0.000000,0.951456,0.340909,2.000000,5.000000,10.909091,2.000000,1.000000,2
30.000000,1.000000,0.000000,4.000000,68.000000,207.000000,2.000000,2.000000,28.000000,0.620690,494.000000,0.600000,0.000000,0.000000,0.200000,0.000000,0.000000,15.300000,5.000000,1.066700,0
10.000000,2.000000,0.000000,3.000000,23.000000,0.000000,0.000000,3.000000,10.000000,0.500000,116.000000,1.000000,1.000000,0.590909,0.350000,1.000000,8.000000,10.400000,4.000000,1.300000,0
13.000000,5.000000,0.000000,12.000000,20.000000,54.000000,3.000000,9.000000,12.000000,0.900000,119.000000,1.000000,0.000000,0.926174,0.218750,2.000000,5.000000,7.384615,2.000000,0.923100,0
7.000000,4.000000,1.000000,11.000000,47.000000,15.000000,2.000000,9.000000,3.000000,0.333333,268.000000,1.000000,0.000000,0.972222,0.500000,1.000000,1.000000,37.142857,1.000000,0.857100,1
1.000000,4.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,2.000000,5.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0
3.000000,1.000000,0.000000,6.000000,6.000000,3.000000,0.000000,6.000000,3.000000,2.000000,41.000000,0.000000,0.000000,0.000000,0.444444,0.000000,0.000000,12.666667,6.000000,2.333300,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
11.000000,4.000000,0.000000,19.000000,42.000000,0.000000,1.000000,19.000000,11.000000,0.640000,380.000000,1.000000,3.000000,0.879518,0.204545,2.000000,7.000000,33.090909,35.000000,4.818200,2
8.000000,5.000000,0.000000,29.000000,45.000000,0.000000,1.000000,29.000000,8.000000,0.142857,241.000000,1.000000,1.000000,0.933962,0.270833,4.000000,5.000000,29.000000,6.000000,1.875000,0
8.000000,2.000000,0.000000,2.000000,17.000000,0.000000,1.000000,1.000000,6.000000,0.171429,514.000000,1.000000,1.000000,0.650000,0.312500,1.000000,2.000000,62.625000,1.000000,0.875000,0
1.000000,1.000000,0.000000,8.000000,1.000000,0.000000,8.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
54.000000,1.000000,0.000000,16.000000,115.000000,277.000000,4.000000,14.000000,52.000000,0.870283,803.000000,1.000000,4.000000,0.000000,0.171296,0.000000,0.000000,13.722222,11.000000,1.611100,1
15.000000,3.000000,0.000000,53.000000,104.000000,23.000000,2.000000,52.000000,9.000000,0.798319,1308.000000,1.000000,8.000000,0.811594,0.214286,2.000000,3.000000,85.066667,14.000000,3.133300,1
2.000000,1.000000,0.000000,4.000000,5.000000,1.000000,0.000000,4.000000,1.000000,2.000000,15.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,6.500000,1.000000,0.500000,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
16.000000,5.000000,0.000000,16.000000,44.000000,8.000000,4.000000,13.000000,14.000000,0.750000,261.000000,1.000000,2.000000,0.899281,0.181250,3.000000,10.000000,15.062500,4.000000,1.437500,1
9.000000,1.000000,0.000000,11.000000,9.000000,36.000000,10.000000,1.000000,9.000000,2.000000,9.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,1.000000,1.000000,1
8.000000,5.000000,0.000000,16.000000,66.000000,28.000000,1.000000,15.000000,6.000000,2.000000,551.000000,0.000000,0.000000,0.888889,0.475000,3.000000,8.000000,67.875000,1.000000,0.875000,0
31.000000,4.000000,0.000000,10.000000,59.000000,117.000000,1.000000,10.000000,29.000000,0.500000,823.000000,0.500000,0.000000,0.802721,0.150538,4.000000,20.000000,25.419355,14.000000,2.903200,2
2.000000,4.000000,0.000000,5.000000,7.000000,1.000000,0.000000,5.000000,2.000000,2.000000,43.000000,0.000000,0.000000,0.979592,0.750000,1.000000,6.000000,20.500000,1.000000,0.500000,0
12.000000,1.000000,0.000000,11.000000,69.000000,64.000000,2.000000,9.000000,6.000000,1.015152,1693.000000,0.083333,7.000000,0.000000,0.281818,0.000000,0.000000,139.083333,14.000000,3.333300,1
1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
38.000000,1.000000,0.000000,14.000000,110.000000,273.000000,2.000000,14.000000,32.000000,0.729730,1595.000000,1.000000,4.000000,0.000000,0.248538,0.000000,0.000000,40.552632,13.000000,2.289500,2
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
3.000000,2.000000,26.000000,36.000000,9.000000,3.000000,28.000000,8.000000,2.000000,2.000000,24.000000,0.000000,0.000000,0.964286,0.500000,1.000000,2.000000,7.000000,1.000000,0.666700,0
3.000000,5.000000,0.000000,7.000000,10.000000,3.000000,1.000000,6.000000,2.000000,2.000000,40.000000,0.000000,0.000000,0.990698,0.583333,2.000000,4.000000,12.333333,1.000000,0.666700,1
4.000000,1.000000,0.000000,9.000000,28.000000,2.000000,2.000000,8.000000,2.000000,0.333333,475.000000,0.000000,1.000000,0.000000,0.583333,0.000000,0.000000,117.250000,1.000000,0.750000,0
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,299.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,98.333333,1.000000,0.333300,2
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
4.000000,3.000000,0.000000,19.000000,27.000000,6.000000,1.000000,18.000000,3.000000,2.000000,161.000000,0.000000,0.000000,0.949153,0.400000,1.000000,4.000000,39.250000,5.000000,1.750000,0
21.000000,3.000000,0.000000,3.000000,45.000000,0.000000,0.000000,3.000000,19.000000,0.500000,476.000000,1.000000,0.000000,0.500000,0.220238,1.000000,2.000000,21.428571,3.000000,1.047600,1
6.000000,3.000000,0.000000,10.000000,12.000000,0.000000,1.000000,9.000000,5.000000,0.200000,49.000000,1.000000,0.000000,0.918033,0.333333,1.000000,3.000000,7.000000,2.000000,1.166700,0
4.000000,3.000000,0.000000,6.000000,15.000000,6.000000,1.000000,5.000000,4.000000,2.000000,39.000000,0.000000,0.000000,0.959459,0.500000,2.000000,12.000000,8.750000,1.000000,0.750000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
5.000000,1.000000,0.000000,3.000000,9.000000,0.000000,2.000000,1.000000,4.000000,0.250000,27.000000,0.000000,1.000000,0.000000,0.300000,0.000000,0.000000,4.200000,1.000000,0.600000,2
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
3.000000,4.000000,0.000000,13.000000,12.000000,3.000000,1.000000,12.000000,3.000000,2.000000,56.000000,0.000000,0.000000,0.979592,0.500000,2.000000,4.000000,17.666667,3.000000,1.333300,0
12.000000,1.000000,0.000000,1.000000,12.000000,66.000000,1.000000,0.000000,12.000000,2.000000,12.000000,0.000000,0.000000,0.000000,0.444444,0.000000,0.000000,0.000000,1.000000,1.000000,0
3.000000,4.000000,0.000000,8.000000,9.000000,1.000000,1.000000,7.000000,3.000000,0.500000,26.000000,0.000000,1.000000,0.990868,0.555556,0.000000,0.000000,7.333333,1.000000,0.666700,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
9.000000,2.000000,1.000000,20.000000,10.000000,36.000000,19.000000,6.000000,9.000000,2.000000,28.000000,0.000000,0.000000,0.600000,0.314815,0.000000,0.000000,2.111111,1.000000,0.888900,1
3.000000,2.000000,2.000000,3.000000,7.000000,0.000000,2.000000,1.000000,2.000000,0.500000,32.000000,1.000000,0.000000,0.750000,0.666667,0.000000,0.000000,9.000000,1.000000,0.666700,0
3.000000,4.000000,0.000000,21.000000,26.000000,0.000000,0.000000,21.000000,3.000000,0.166667,246.000000,1.000000,3.000000,0.979592,0.444444,3.000000,14.000000,80.000000,4.000000,1.666700,0
